"Fecha de Emisión";"Tipo de Comprobante";"Punto de Venta";"Número de Comprobante";"Tipo Doc. Vendedor";"Nro. Doc. Vendedor";"Denominación Vendedor";"Importe Total";"Moneda Original";"Tipo de Cambio";"Importe No Gravado";"Importe Exento";"Crédito Fiscal Computable";"Importe de Per. o Pagos a Cta. de Otros Imp. Nac.";"Importe de Percepciones de Ingresos Brutos";"Importe de Impuestos Municipales";"Importe de Percepciones o Pagos a Cuenta de IVA";"Importe de Impuestos Internos";"Importe Otros Tributos";"Neto Gravado IVA 0%";"Neto Gravado IVA 2,5%";"Importe IVA 2,5%";"Neto Gravado IVA 5%";"Importe IVA 5%";"Neto Gravado IVA 10,5%";"Importe IVA 10,5%";"Neto Gravado IVA 21%";"Importe IVA 21%";"Neto Gravado IVA 27%";"Importe IVA 27%";"Total Neto Gravado";"Total IVA"
2022-06-27;1;426;162091;80;00000000030500548041;"GRUPO PENAFLOR SA";109968,75;"PES";1,00;0,00;0,00;18623,74;0,00;0,00;0,00;2660,53;0,00;0,00;;;;;;;;88684,48;18623,74;;;88684,48;18623,74
2022-06-27;1;426;162090;80;00000000030500548041;"GRUPO PENAFLOR SA";317353,58;"PES";1,00;9371,37;0,00;52158,28;0,00;0,00;0,00;7451,18;0,00;0,00;;;;;;;;248372,75;52158,28;;;248372,75;52158,28
2022-06-27;1;426;162089;80;00000000030500548041;"GRUPO PENAFLOR SA";141126,75;"PES";1,00;0,00;0,00;23900,50;0,00;0,00;0,00;3414,36;0,00;0,00;;;;;;;;113811,89;23900,50;;;113811,89;23900,50
2022-06-28;1;426;162286;80;00000000030500548041;"GRUPO PENAFLOR SA";1713973,00;"PES";1,00;0,00;0,00;290269,62;0,00;0,00;0,00;41467,09;0,00;0,00;;;;;;;;1382236,29;290269,62;;;1382236,29;290269,62
2022-06-28;1;426;162285;80;00000000030500548041;"GRUPO PENAFLOR SA";4209754,00;"PES";1,00;0,00;0,00;712942,21;0,00;0,00;0,00;101848,89;0,00;0,00;;;;;;;;3394962,90;712942,21;;;3394962,90;712942,21
2022-06-28;1;426;162284;80;00000000030500548041;"GRUPO PENAFLOR SA";791851,29;"PES";1,00;0,00;0,00;134103,85;0,00;0,00;0,00;19157,69;0,00;0,00;;;;;;;;638589,75;134103,85;;;638589,75;134103,85
2022-06-29;1;2;33379;80;00000000030714736805;"AXUM SISTEMAS INTELIGENTES S.R";5558,44;"PES";1,00;0,00;0,00;964,69;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;4593,75;964,69;;;4593,75;964,69
2022-06-29;3;427;184089;80;00000000030500548041;"GRUPO PENAFLOR SA";-13287,90;"PES";1,00;0,00;0,00;-2250,37;0,00;0,00;0,00;-321,48;0,00;0,00;;;;;;;;-10716,05;-2250,37;;;-10716,05;-2250,37
2022-06-30;1;418;476963;80;00000000030500548041;"GRUPO PENAFLOR SA";466035,73;"PES";1,00;102894,81;0,00;61499,67;0,00;0,00;0,00;8785,67;0,00;0,00;;;;;;;;292855,58;61499,67;;;292855,58;61499,67
2022-06-30;1;418;476962;80;00000000030500548041;"GRUPO PENAFLOR SA";647271,86;"PES";1,00;142909,46;0,00;85416,21;0,00;0,00;0,00;12202,32;0,00;0,00;;;;;;;;406743,87;85416,21;;;406743,87;85416,21
2022-06-30;1;418;476961;80;00000000030500548041;"GRUPO PENAFLOR SA";223960,67;"PES";1,00;49447,69;0,00;29554,62;0,00;0,00;0,00;4222,09;0,00;0,00;;;;;;;;140736,27;29554,62;;;140736,27;29554,62
2022-06-30;1;418;476960;80;00000000030500548041;"GRUPO PENAFLOR SA";310932,09;"PES";1,00;68649,88;0,00;41031,66;0,00;0,00;0,00;5861,67;0,00;0,00;;;;;;;;195388,88;41031,66;;;195388,88;41031,66
2022-06-30;1;418;476959;80;00000000030500548041;"GRUPO PENAFLOR SA";193166,16;"PES";1,00;42648,65;0,00;25490,87;0,00;0,00;0,00;3641,55;0,00;0,00;;;;;;;;121385,09;25490,87;;;121385,09;25490,87
2022-06-30;1;418;476958;80;00000000030500548041;"GRUPO PENAFLOR SA";1100460,84;"PES";1,00;184641,08;0,00;155098,51;0,00;0,00;0,00;22156,93;0,00;0,00;;;;;;;;738564,32;155098,51;;;738564,32;155098,51
2022-06-30;1;418;476957;80;00000000030500548041;"GRUPO PENAFLOR SA";914477,08;"PES";1,00;201905,00;0,00;120677,53;0,00;0,00;0,00;17239,65;0,00;0,00;;;;;;;;574654,90;120677,53;;;574654,90;120677,53
2022-06-30;1;418;476956;80;00000000030500548041;"GRUPO PENAFLOR SA";1062606,36;"PES";1,00;184988,70;0,00;148628,80;0,00;0,00;0,00;21232,69;0,00;0,00;;;;;;;;707756,17;148628,80;;;707756,17;148628,80
2022-06-30;1;418;476955;80;00000000030500548041;"GRUPO PENAFLOR SA";2443746,96;"PES";1,00;0,00;0,00;413860,37;0,00;0,00;0,00;59122,91;0,00;0,00;;;;;;;;1970763,68;413860,37;;;1970763,68;413860,37
2022-06-30;1;418;476954;80;00000000030500548041;"GRUPO PENAFLOR SA";1042415,66;"PES";1,00;0,00;0,00;176538,14;0,00;0,00;0,00;25219,73;0,00;0,00;;;;;;;;840657,79;176538,14;;;840657,79;176538,14
2022-06-30;1;418;476953;80;00000000030500548041;"GRUPO PENAFLOR SA";334276,26;"PES";1,00;0,00;0,00;56611,30;0,00;0,00;0,00;8087,33;0,00;0,00;;;;;;;;269577,63;56611,30;;;269577,63;56611,30
2022-06-15;1;426;161197;80;00000000030500548041;"GRUPO PENAFLOR SA";9276193,58;"PES";1,00;0,00;0,00;1570968,27;0,00;224424,04;0,00;0,00;0,00;0,00;;;;;;;;7480801,27;1570968,27;;;7480801,27;1570968,27
2022-06-18;1;426;161363;80;00000000030500548041;"GRUPO PENAFLOR SA";1290301,71;"PES";1,00;0,04;0,00;218518,83;0,00;0,00;0,00;31216,98;0,00;0,00;;;;;;;;1040565,85;218518,83;;;1040565,85;218518,83
2022-06-18;1;426;161364;80;00000000030500548041;"GRUPO PENAFLOR SA";2766408,12;"PES";1,00;0,06;0,00;468504,61;0,00;0,00;0,00;66929,23;0,00;0,00;;;;;;;;2230974,35;468504,61;;;2230974,35;468504,61
